Date,TICKER,Close_Price_Raw,Volume_Raw,PERMNO,SIC_Code
2017-08-23,NVDA,4.096229553,579520000,86580,3674
2017-08-23,AIV,2.731461048,8380940,78442,6798
2017-08-23,QCOM,41.60266495,5259300,77178,3674
2017-08-24,AMT,117.1226959,1579000,82332,6798
2017-08-24,AMZN,47.62250137,103914000,84788,5961
2017-08-24,NVDA,4.081158638,469700000,86580,3674
2017-08-24,WELL,53.20890808,1510300,61293,6798
2017-08-24,IBM,95.42292023,3757441,12490,7373
2017-08-24,AIV,2.727890253,7318789,78442,6798
2017-08-24,QCOM,41.80976486,6198600,77178,3674
2017-08-25,NVDA,4.047064781,357200000,86580,3674
2017-08-25,WELL,53.58891296,1300800,61293,6798
2017-08-25,AMZN,47.26300049,66496000,84788,5961
2017-08-25,IBM,95.95697784,3005053,12490,7373
2017-08-25,AIV,2.72253418,4094831,78442,6798
2017-08-25,AMT,117.4810944,1254000,82332,6798
2017-08-25,QCOM,41.44335938,8684700,77178,3674
2017-08-28,AMZN,47.30099869,51934000,84788,5961
2017-08-28,QCOM,41.72523117,4519000,77178,3674
2017-08-28,WELL,53.08223724,931700,61293,6798
2017-08-28,AMT,118.7353821,1577300,82332,6798
2017-08-28,IBM,95.13587952,5319956,12490,7373
2017-08-28,NVDA,4.075723648,389496000,86580,3674
2017-08-28,AIV,2.708251715,4082080,78442,6798
2017-08-29,AMZN,47.70299911,57486000,84788,5961
2017-08-29,NVDA,4.069053173,324096000,86580,3674
2017-08-29,AIV,2.676117659,4222349,78442,6798
2017-08-29,QCOM,41.72523117,4980900,77178,3674
2017-08-29,WELL,53.59637451,1509300,61293,6798
2017-08-29,AMT,118.8249588,1178500,82332,6798
2017-08-29,IBM,95.55641937,3147937,12490,7373
2017-08-30,WELL,54.02855682,2275000,61293,6798
2017-08-30,AMT,120.1525726,1753000,82332,6798
2017-08-30,AIV,2.701111078,4673914,78442,6798
2017-08-30,NVDA,4.093266487,384400000,86580,3674
2017-08-30,QCOM,41.97489548,4876200,77178,3674
2017-08-30,IBM,95.16924286,2861856,12490,7373
2017-08-30,AMZN,48.37950134,58092000,84788,5961
2017-08-31,WELL,54.55757523,2598000,61293,6798
2017-08-31,AIV,2.697540998,5841829,78442,6798
2017-08-31,NVDA,4.186159134,612684000,86580,3674
2017-08-31,IBM,95.48301697,3824594,12490,7373
2017-08-31,AMT,120.5842438,2293200,82332,6798
2017-08-31,QCOM,42.09569168,8215800,77178,3674
2017-08-31,AMZN,49.02999878,66630000,84788,5961
2017-09-01,QCOM,41.91852188,5301300,77178,3674
2017-09-01,AMZN,48.91249847,50718000,84788,5961
2017-09-01,NVDA,4.211359978,445432000,86580,3674
2017-09-01,WELL,54.8928833,1731000,61293,6798
2017-09-01,AIV,2.69099474,3407734,78442,6798
2017-09-01,IBM,96.18395996,3505878,12490,7373
2017-09-01,AMT,118.7272568,1765800,82332,6798
2017-09-05,AMT,119.6802139,1559300,82332,6798
2017-09-05,AMZN,48.26350021,57664000,84788,5961
2017-09-05,AIV,2.696945667,8758994,78442,6798
2017-09-05,IBM,95.48972321,3239985,12490,7373
2017-09-05,QCOM,40.29169464,17811100,77178,3674
2017-09-05,WELL,55.18347549,2399000,61293,6798
2017-09-05,NVDA,4.098946571,695364000,86580,3674
